name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
PG1633-S178,248.88628,9.73977,,,,0,20.111,,,24,,,,0,18.800,,,29,0.049,
PG1633-S18,248.91608,9.80814,18.208,,,51,17.438,,,98,16.995,,,32,16.542,,,85,0.027,
PG1633-S182,248.89703,9.74519,20.330,,,23,19.434,,,47,18.869,,,20,18.378,,,42,0.013,
PG1633-S183,248.89871,9.75060,,,,0,20.142,,,33,,,,0,18.888,,,35,0.040,
PG1633-S184,248.89902,9.84474,,,,0,18.833,,,34,,,,0,17.985,,,23,0.041,
PG1633-S185,248.89996,9.74442,,,,0,19.963,,,30,19.124,,,15,18.355,,,43,0.035,
PG1633-S186,248.90815,9.84832,19.777,,,10,19.139,,,27,18.719,,,7,18.345,,,18,0.002,
PG1633-S187,248.90887,9.84474,19.773,,,12,18.937,,,34,18.461,,,5,17.998,,,23,0.026,
PG1633-S188,248.90977,9.84662,,,,0,19.607,,,19,,,,0,18.368,,,17,0.022,
PG1633-S189,248.91424,9.72909,,,,0,19.321,,,28,18.686,,,11,18.167,,,20,0.023,
PG1633-S190,248.91503,9.74468,,,,0,20.151,,,30,,,,0,19.276,,,22,0.036,
PG1633-S191,248.91855,9.74613,,,,0,19.962,,,35,19.069,,,15,18.261,,,48,0.020,
PG1633-S192,248.92104,9.84875,19.540,,,15,18.972,,,27,,,,0,18.223,,,19,0.029,
PG1633-S194,248.92299,9.69956,18.431,,,18,17.181,,,25,16.498,,,6,15.793,,,15,0.035,
PG1633-S196,248.92857,9.79795,,,,0,20.118,,,33,19.334,,,13,18.731,,,39,0.019,
PG1633-S197,248.93183,9.76710,20.180,,,24,19.518,,,43,19.095,,,14,18.658,,,31,0.025,
PG1633-S198,248.93211,9.75019,,,,0,20.418,,,23,19.360,,,13,18.117,,,47,-0.022,
PG1633-S200,248.95097,9.81330,19.184,,,17,18.680,,,25,,,,0,17.966,,,13,0.030,
PG1633-S201,248.95720,9.85429,18.040,,,20,17.348,,,26,16.970,,,6,16.525,,,13,0.040,
PG1633-S202,248.84367,9.73145,,,,0,20.114,,,25,,,,0,19.155,,,19,0.037,
PG1633-S203,248.90399,9.85871,17.240,,,21,16.362,,,34,,,,0,15.470,,,23,0.047,
PG1633-S204,248.92088,9.73236,,,,0,20.421,,,20,,,,0,18.896,,,24,0.041,
PG1633-S209,248.79217,9.73242,18.882,,,14,17.899,,,20,,,,0,16.775,,,11,0.017,
PG1633-S210,248.79533,9.72442,17.828,,,17,17.295,,,20,,,,0,16.602,,,11,0.018,
PG1633-S211,248.79773,9.86006,17.566,,,14,16.934,,,20,,,,0,16.165,,,14,0.021,
PG1633-S212,248.80121,9.70876,16.265,,,18,15.542,,,21,,,,0,14.762,,,12,0.013,
PG1633-S213,248.80220,9.87126,16.133,,,11,15.358,,,18,,,,0,14.563,,,14,0.033,
PG1633-S214,248.80476,9.70808,18.055,,,17,17.347,,,20,,,,0,16.562,,,11,0.025,
PG1633-S215,248.82240,9.88260,15.733,,,11,15.098,,,19,,,,0,14.329,,,15,0.025,
PG1633-S216,248.85991,9.87598,17.740,,,10,17.007,,,18,,,,0,16.194,,,15,0.030,
PG1633-S218,248.89099,9.69712,16.791,,,19,16.087,,,22,,,,0,15.277,,,13,0.026,
PG1633-S219,248.92731,9.68901,12.450,,,19,11.905,,,19,,,,0,11.262,,,13,0.049,
PG1633-S22,248.91145,9.78193,20.010,,,28,18.480,,,93,17.516,,,30,16.613,,,85,0.014,
PG1633-S223,248.96269,9.86301,18.101,,,17,17.442,,,23,,,,0,16.636,,,12,0.032,
PG1633-S224,248.96881,9.77591,19.133,,,17,17.806,,,27,16.960,,,7,16.212,,,15,0.022,
PG1633-S225,248.96984,9.76314,18.200,,,21,17.630,,,27,17.282,,,7,16.893,,,14,0.035,
PG1633-S227,248.97470,9.80828,17.595,,,21,16.899,,,27,,,,0,16.103,,,15,0.040,
PG1633-S228,248.97639,9.73454,18.025,,,21,17.417,,,27,,,,0,16.659,,,14,0.040,
PG1633-S229,248.98400,9.78676,17.339,,,19,16.567,,,23,,,,0,15.730,,,12,0.018,
PG1633-S23,248.85539,9.77472,,,,0,19.101,,,81,18.041,,,28,16.854,,,83,0.031,
PG1633-S230,248.99026,9.81335,18.663,,,16,17.775,,,22,,,,0,16.714,,,11,0.024,
PG1633-S231,248.99054,9.79987,17.258,,,18,16.566,,,23,,,,0,15.744,,,12,0.024,
PG1633-S232,248.99141,9.84519,18.044,,,14,17.396,,,19,,,,0,16.604,,,11,0.044,
PG1633-S235,248.99986,9.69288,15.344,,,14,14.799,,,19,,,,0,14.139,,,12,0.042,
PG1633-S243,248.77269,9.68563,19.081,,,5,18.350,,,10,,,,0,,,,0,-0.004,
PG1633-S247,248.77470,9.75224,,,,0,14.123,,,11,,,,0,13.292,,,9,0.040,
PG1633-S248,248.77522,9.74329,,,,0,17.938,,,11,,,,0,16.964,,,6,0.044,
PG1633-S249,248.77645,9.79364,,,,0,17.556,,,11,,,,0,16.009,,,8,0.049,
PG1633-S254,248.78168,9.69521,,,,0,18.111,,,10,,,,0,17.309,,,5,0.048,
PG1633-S266,248.79093,9.88122,18.445,,,9,17.691,,,14,,,,0,16.771,,,10,0.043,
PG1633-S267,248.79116,9.83363,19.005,,,15,18.378,,,20,,,,0,,,,0,0.026,
PG1633-S270,248.79247,9.66929,19.284,,,9,18.647,,,13,,,,0,,,,0,0.019,
PG1633-S272,248.79255,9.88681,14.333,,,12,13.403,,,15,,,,0,12.390,,,12,0.049,
PG1633-S273,248.79272,9.86987,19.070,,,9,18.150,,,17,,,,0,,,,0,0.045,
PG1633-S278,248.80042,9.72721,19.482,,,8,18.705,,,19,,,,0,,,,0,0.032,
PG1633-S281,248.80254,9.68605,,,,0,17.878,,,20,,,,0,16.445,,,11,0.045,
PG1633-S282,248.80288,9.84875,,,,0,18.744,,,20,,,,0,17.040,,,13,0.046,
PG1633-S284,248.80478,9.65168,17.773,,,6,17.223,,,10,,,,0,,,,0,0.046,
PG1633-S29,248.90511,9.78813,19.090,,,46,18.479,,,94,18.099,,,27,17.710,,,77,0.045,
PG1633-S293,248.81054,9.89068,18.001,,,10,17.306,,,16,,,,0,16.472,,,12,0.022,
PG1633-S3,248.90298,9.82794,14.641,,,42,13.769,,,83,13.255,,,26,12.720,,,75,0.009,
PG1633-S307,248.82146,9.70988,,,,0,18.229,,,23,,,,0,17.061,,,14,0.045,
PG1633-S309,248.82360,9.89339,,,,0,17.792,,,16,,,,0,16.212,,,12,0.036,
PG1633-S313,248.82674,9.72892,,,,0,18.952,,,20,,,,0,17.496,,,13,0.028,
PG1633-S321,248.83543,9.89581,17.400,,,9,16.719,,,17,,,,0,15.927,,,13,0.032,
PG1633-S333,248.85003,9.90794,18.733,,,5,17.699,,,9,,,,0,,,,0,0.030,
PG1633-S335,248.85230,9.89968,17.194,,,6,16.612,,,12,,,,0,15.893,,,8,0.026,
PG1633-S34,248.89281,9.80564,20.476,,,17,19.344,,,67,18.597,,,26,17.963,,,72,0.020,
PG1633-S349,248.86967,9.66037,18.110,,,6,17.227,,,11,,,,0,16.263,,,5,0.021,
PG1633-S35,248.89966,9.79668,19.720,,,32,19.108,,,77,18.735,,,25,18.361,,,59,0.015,
PG1633-S352,248.87204,9.89565,,,,0,18.268,,,13,,,,0,16.275,,,10,0.041,
PG1633-S362,248.88314,9.90894,18.040,,,5,16.904,,,9,,,,0,15.619,,,6,-0.002,
PG1633-S367,248.89222,9.69985,19.340,,,13,18.536,,,21,,,,0,17.658,,,12,0.018,
PG1633-S369,248.89822,9.66676,,,,0,16.253,,,13,,,,0,15.067,,,6,0.048,
PG1633-S37,248.85804,9.81109,,,,0,19.694,,,58,18.841,,,22,18.062,,,67,0.024,
PG1633-S371,248.89858,9.69957,18.788,,,18,17.979,,,24,,,,0,17.037,,,14,0.040,
PG1633-S372,248.89951,9.66985,,,,0,18.633,,,18,,,,0,15.967,,,9,0.018,
PG1633-S376,248.90376,9.66888,,,,0,18.539,,,14,,,,0,17.210,,,8,0.015,
PG1633-S38,248.90539,9.78317,20.095,,,27,19.267,,,71,18.771,,,24,18.288,,,62,0.005,
PG1633-S382,248.91237,9.66479,18.298,,,7,16.949,,,11,,,,0,15.263,,,5,0.018,
PG1633-S398,248.93688,9.70353,19.587,,,11,18.762,,,22,,,,0,17.755,,,12,0.036,
PG1633-S409,248.95236,9.82850,19.618,,,11,18.775,,,24,,,,0,17.745,,,14,0.022,
PG1633-S413,248.95512,9.74607,19.444,,,11,18.925,,,23,,,,0,,,,0,0.037,
PG1633-S417,248.95743,9.68812,18.996,,,15,17.945,,,21,,,,0,16.795,,,12,0.024,
PG1633-S418,248.95901,9.85868,,,,0,18.587,,,23,,,,0,17.822,,,11,0.046,
PG1633-S423,248.96289,9.66119,,,,0,16.358,,,9,,,,0,15.603,,,5,0.020,
PG1633-S424,248.96372,9.75255,19.478,,,14,18.835,,,22,,,,0,18.052,,,11,0.030,
PG1633-S426,248.96550,9.71939,19.600,,,9,18.827,,,22,,,,0,,,,0,0.039,
PG1633-S427,248.96569,9.73963,19.614,,,11,18.597,,,24,17.979,,,5,17.417,,,12,0.014,
PG1633-S43,248.89784,9.80695,,,,0,20.201,,,43,19.255,,,17,18.354,,,59,0.045,
PG1633-S431,248.96789,9.74208,,,,0,18.795,,,21,,,,0,17.658,,,12,0.022,
PG1633-S443,248.97582,9.77530,18.802,,,20,18.279,,,25,,,,0,17.514,,,13,0.037,
PG1633-S444,248.97726,9.75369,19.265,,,17,18.192,,,24,,,,0,16.957,,,13,0.023,
PG1633-S45,248.86696,9.81448,20.550,,,17,19.628,,,56,19.048,,,17,18.526,,,54,0.009,
PG1633-S459,248.98533,9.73989,19.020,,,17,18.069,,,23,,,,0,17.044,,,11,0.021,
PG1633-S46,248.86133,9.80608,20.676,,,13,19.701,,,56,19.054,,,17,18.527,,,52,0.018,
PG1633-S461,248.98715,9.78273,19.572,,,10,18.170,,,22,,,,0,16.385,,,11,0.032,
PG1633-S468,248.99166,9.76172,18.867,,,16,18.076,,,22,,,,0,17.178,,,11,0.024,
PG1633-S471,248.99350,9.73758,,,,0,18.710,,,19,,,,0,17.392,,,11,-0.002,
PG1633-S472,248.99380,9.67572,18.844,,,9,18.039,,,14,,,,0,17.078,,,8,0.025,
PG1633-S480,249.00044,9.72732,19.134,,,9,18.604,,,16,,,,0,,,,0,0.035,
PG1633-S482,249.00122,9.86752,16.281,,,12,15.658,,,16,,,,0,14.929,,,12,0.047,
PG1633-S491,249.01170,9.76216,17.436,,,8,16.413,,,12,,,,0,15.311,,,8,0.035,
PG1633-S492,249.01188,9.82824,16.534,,,8,15.656,,,12,,,,0,14.732,,,8,0.022,
PG1633-S501,249.01894,9.81585,16.785,,,5,16.208,,,9,,,,0,15.481,,,5,0.022,
PG1633-S55,248.84924,9.82469,20.339,,,18,19.883,,,45,,,,0,19.225,,,27,0.037,
PG1633-S60,248.85357,9.81603,,,,0,20.399,,,34,19.508,,,14,18.766,,,44,0.048,
PG1633-S63,248.91347,9.76915,20.616,,,18,20.024,,,46,19.645,,,13,19.226,,,33,0.023,
PG1633-S73,248.90400,9.77924,,,,0,20.397,,,39,,,,0,19.591,,,22,0.043,
PG1633-S80,248.91580,9.78141,,,,0,20.758,,,19,,,,0,19.770,,,19,0.039,
PG1633-S87,248.80897,9.70522,16.456,,,20,15.780,,,23,,,,0,15.013,,,13,0.014,
PG1633-S88,248.81215,9.69652,16.041,,,19,15.533,,,22,,,,0,14.859,,,13,0.019,
PG1633-S89,248.81951,9.80606,17.467,,,22,16.774,,,32,16.369,,,5,15.989,,,26,0.011,
PG1633-S9,248.87977,9.77020,17.275,,,52,16.247,,,100,15.677,,,32,15.205,,,89,0.027,
PG1633-S90,248.82577,9.79154,16.279,,,25,15.620,,,42,15.223,,,7,14.852,,,35,0.013,
PG1633-S92,248.83368,9.72928,17.442,,,27,16.924,,,37,16.558,,,12,16.224,,,25,0.016,
PG1633-S93,248.83472,9.77187,19.701,,,22,18.834,,,55,18.280,,,21,17.842,,,45,0.023,
PG1633-S94,248.83694,9.84294,17.250,,,22,16.076,,,43,15.354,,,8,14.750,,,30,0.044,
PG1633-S95,248.83976,9.74167,16.635,,,44,15.736,,,64,15.201,,,27,14.758,,,59,0.021,
PG1633-S96,248.84252,9.82570,20.133,,,21,18.837,,,66,17.967,,,22,17.211,,,66,0.027,
PG1633-S98,248.85023,9.72871,16.445,,,35,15.753,,,42,15.351,,,16,14.954,,,29,0.018,
PG1633-S99,248.86809,9.78671,,,,0,20.369,,,37,19.190,,,17,17.844,,,74,0.012,
PG1657+078,254.88431,7.72552,14.852,,,39,15.002,,,44,15.080,,,26,15.190,,,38,0.026,
PG1657+078A,254.88845,7.70550,15.095,,,32,14.036,,,36,13.470,,,19,12.925,,,31,0.011,
PG1657+078B,254.88333,7.70214,15.402,,,32,14.709,,,36,14.300,,,19,13.882,,,31,0.007,
PG1657+078D,254.86622,7.71667,17.003,,,28,16.087,,,32,15.570,,,15,15.032,,,27,0.029,
PG1657-S1,254.94329,7.70383,14.005,,,17,13.089,,,23,12.586,,,11,12.117,,,19,0.009,
PG1657-S10,254.92020,7.66717,16.558,,,22,15.432,,,29,14.809,,,11,14.224,,,22,0.031,
PG1657-S100,254.86816,7.68739,,,,0,20.392,,,13,,,,0,19.010,,,11,0.027,
PG1657-S101,254.86855,7.74720,20.958,,,7,20.309,,,13,,,,0,19.484,,,8,0.021,
PG1657-S102,254.86893,7.68367,,,,0,21.344,,,11,,,,0,20.001,,,8,-0.001,
PG1657-S104,254.87103,7.73783,20.927,,,7,19.941,,,16,,,,0,18.733,,,13,0.030,
PG1657-S106,254.87793,7.71049,,,,0,20.441,,,13,,,,0,18.976,,,11,0.035,
PG1657-S109,254.88173,7.70824,,,,0,19.958,,,18,,,,0,18.958,,,11,0.021,
PG1657-S11,254.85533,7.71252,16.279,,,24,15.476,,,32,15.029,,,11,14.611,,,22,0.014,
PG1657-S110,254.88201,7.74011,,,,0,19.576,,,19,18.361,,,12,17.057,,,28,0.023,
PG1657-S111,254.88216,7.68177,20.475,,,9,19.678,,,17,,,,0,18.696,,,11,0.020,
PG1657-S112,254.88313,7.74600,19.721,,,11,19.170,,,22,18.824,,,9,18.430,,,15,0.005,
PG1657-S113,254.88482,7.72829,20.562,,,8,19.854,,,18,,,,0,18.957,,,11,0.010,
PG1657-S115,254.88679,7.66737,,,,0,21.042,,,12,,,,0,19.274,,,9,0.011,
PG1657-S116,254.88692,7.74940,,,,0,20.066,,,14,,,,0,19.254,,,8,0.008,
PG1657-S117,254.88745,7.75471,20.383,,,7,19.689,,,13,,,,0,18.848,,,8,0.017,
PG1657-S118,254.88934,7.72687,19.953,,,12,19.372,,,24,18.976,,,9,18.586,,,12,0.002,
PG1657-S119,254.88954,7.75108,20.801,,,7,19.303,,,17,,,,0,17.375,,,23,0.029,
PG1657-S12,254.87439,7.71072,16.365,,,30,15.455,,,35,14.934,,,17,14.446,,,29,0.006,
PG1657-S120,254.89019,7.73711,20.873,,,7,19.962,,,16,,,,0,18.895,,,11,0.030,
PG1657-S121,254.89118,7.67846,20.920,,,7,19.476,,,19,18.526,,,10,17.673,,,26,0.015,
PG1657-S122,254.89127,7.74733,20.811,,,7,19.671,,,15,,,,0,18.312,,,12,0.037,
PG1657-S124,254.89356,7.71021,,,,0,20.876,,,12,,,,0,19.713,,,8,0.011,
PG1657-S125,254.89422,7.69025,,,,0,20.845,,,12,,,,0,19.921,,,8,0.014,
PG1657-S126,254.89505,7.66593,,,,0,20.823,,,12,,,,0,19.205,,,9,0.033,
PG1657-S127,254.89710,7.73977,,,,0,20.017,,,14,,,,0,18.639,,,13,0.037,
PG1657-S129,254.90085,7.69352,21.021,,,7,19.821,,,16,,,,0,18.363,,,17,0.025,
PG1657-S13,254.84722,7.68529,14.958,,,13,14.138,,,16,,,,0,13.262,,,10,0.028,
PG1657-S132,254.90214,7.72526,20.858,,,7,19.753,,,15,19.013,,,9,18.395,,,16,0.011,
PG1657-S133,254.90434,7.70890,,,,0,20.595,,,13,,,,0,17.979,,,23,0.012,
PG1657-S134,254.90558,7.70980,20.867,,,7,20.078,,,16,,,,0,19.135,,,9,0.014,
PG1657-S135,254.90568,7.69747,20.527,,,8,19.917,,,17,,,,0,19.128,,,11,0.012,
PG1657-S136,254.90581,7.75872,20.295,,,7,19.715,,,13,,,,0,18.963,,,8,0.021,
PG1657-S138,254.90639,7.75288,,,,0,19.980,,,13,,,,0,18.783,,,8,0.024,
PG1657-S139,254.90645,7.71247,,,,0,20.827,,,12,,,,0,18.490,,,17,0.043,
PG1657-S14,254.94950,7.68544,16.732,,,10,15.984,,,19,,,,0,15.145,,,11,0.045,
PG1657-S140,254.90688,7.67135,20.261,,,8,19.730,,,15,,,,0,18.965,,,9,0.008,
PG1657-S143,254.90867,7.70212,20.024,,,11,19.404,,,22,,,,0,18.582,,,14,0.013,
PG1657-S144,254.91090,7.71633,,,,0,20.149,,,16,,,,0,19.072,,,10,0.021,
PG1657-S147,254.91529,7.67314,20.306,,,8,19.626,,,17,,,,0,18.770,,,10,0.047,
PG1657-S150,254.91679,7.73198,,,,0,20.983,,,12,,,,0,19.215,,,8,0.016,
PG1657-S152,254.92036,7.73971,20.380,,,8,19.681,,,18,,,,0,18.823,,,9,0.030,
PG1657-S153,254.92039,7.73416,19.982,,,11,19.382,,,20,,,,0,18.621,,,13,0.005,
PG1657-S154,254.92053,7.74178,,,,0,20.643,,,13,,,,0,18.546,,,11,0.043,
PG1657-S155,254.92081,7.68538,20.292,,,10,19.316,,,21,18.726,,,7,18.196,,,17,0.019,
PG1657-S157,254.92212,7.73616,,,,0,19.851,,,17,,,,0,19.011,,,10,0.036,
PG1657-S158,254.92307,7.74566,20.048,,,9,19.291,,,20,,,,0,18.357,,,11,0.037,
PG1657-S159,254.92472,7.69927,19.949,,,11,18.962,,,22,,,,0,17.814,,,21,0.029,
PG1657-S16,254.87924,7.67113,17.118,,,24,16.198,,,32,15.640,,,12,15.164,,,23,0.019,
PG1657-S161,254.92676,7.71219,20.131,,,9,19.115,,,23,,,,0,17.892,,,22,0.031,
PG1657-S162,254.92734,7.72773,,,,0,20.705,,,12,,,,0,18.309,,,13,-0.015,
PG1657-S163,254.92803,7.72500,,,,0,20.632,,,12,,,,0,19.682,,,8,0.035,
PG1657-S164,254.92996,7.75702,20.854,,,7,19.889,,,12,,,,0,18.802,,,8,0.034,
PG1657-S165,254.93114,7.68285,,,,0,21.420,,,11,,,,0,20.147,,,8,-0.002,
PG1657-S166,254.93132,7.65840,18.050,,,8,17.341,,,17,,,,0,16.508,,,8,0.008,
PG1657-S167,254.93246,7.75812,,,,0,20.154,,,12,,,,0,19.243,,,8,0.032,
PG1657-S17,254.86781,7.72445,17.020,,,30,16.331,,,34,15.916,,,17,15.529,,,29,0.010,
PG1657-S170,254.93470,7.68959,,,,0,20.850,,,12,,,,0,18.544,,,12,-0.017,
PG1657-S172,254.93665,7.69997,20.057,,,9,19.194,,,16,,,,0,18.199,,,14,0.022,
PG1657-S173,254.93855,7.68885,20.536,,,7,19.824,,,15,,,,0,18.917,,,10,-0.011,
PG1657-S174,254.93888,7.73013,19.926,,,8,19.098,,,19,18.575,,,6,18.138,,,11,0.008,
PG1657-S176,254.94210,7.74100,20.993,,,6,19.802,,,14,,,,0,18.423,,,10,0.030,
PG1657-S177,254.94261,7.69836,20.044,,,6,19.531,,,13,,,,0,18.802,,,9,-0.016,
PG1657-S178,254.94336,7.69173,,,,0,20.823,,,12,,,,0,19.716,,,8,0.013,
PG1657-S179,254.94440,7.67827,20.471,,,6,19.851,,,14,,,,0,19.046,,,8,0.011,
PG1657-S18,254.91042,7.67849,17.060,,,28,16.375,,,36,15.973,,,16,15.595,,,27,0.017,
PG1657-S180,254.94497,7.75637,19.776,,,6,18.941,,,17,,,,0,17.979,,,12,0.001,
PG1657-S181,254.94569,7.75089,,,,0,21.118,,,12,,,,0,19.959,,,8,0.029,
PG1657-S182,254.94647,7.74080,20.610,,,6,19.965,,,12,,,,0,19.173,,,8,0.019,
PG1657-S183,254.94884,7.74326,20.742,,,6,20.237,,,12,,,,0,19.524,,,8,0.025,
PG1657-S184,254.95040,7.67048,19.860,,,5,19.276,,,13,,,,0,18.533,,,7,0.043,
PG1657-S19,254.87490,7.73451,17.338,,,30,16.531,,,38,16.076,,,17,15.658,,,29,0.008,
PG1657-S2,254.93011,7.66297,14.802,,,12,13.999,,,19,,,,0,13.133,,,13,0.042,
PG1657-S20,254.85380,7.68362,17.326,,,22,16.545,,,30,16.053,,,9,15.585,,,19,0.036,
PG1657-S21,254.87584,7.71121,17.480,,,30,16.650,,,38,16.162,,,17,15.683,,,29,0.003,
PG1657-S22,254.92451,7.71023,17.434,,,26,16.734,,,34,16.336,,,14,15.923,,,25,0.016,
PG1657-S23,254.93848,7.67779,17.537,,,22,16.803,,,30,16.335,,,13,15.907,,,21,0.017,
PG1657-S24,254.90603,7.73339,17.506,,,30,16.771,,,38,16.343,,,17,15.925,,,29,0.010,
PG1657-S25,254.91013,7.72393,17.727,,,29,16.816,,,37,16.273,,,17,15.772,,,28,0.002,
PG1657-S26,254.93254,7.71115,18.216,,,24,16.962,,,32,16.172,,,14,15.475,,,23,0.009,
PG1657-S28,254.93837,7.71834,17.674,,,22,16.983,,,29,16.575,,,13,16.175,,,21,-0.001,
PG1657-S29,254.91389,7.71011,18.413,,,28,17.010,,,37,16.125,,,17,15.345,,,28,0.008,
PG1657-S3,254.95163,7.67408,14.954,,,6,14.255,,,12,,,,0,13.476,,,6,0.010,
PG1657-S31,254.86735,7.67174,17.932,,,24,17.181,,,32,16.715,,,12,16.298,,,23,0.033,
PG1657-S32,254.92924,7.75354,17.935,,,23,17.150,,,31,16.717,,,12,16.268,,,23,0.017,
PG1657-S33,254.88812,7.70364,17.958,,,30,17.201,,,38,16.757,,,17,16.316,,,29,0.003,
PG1657-S34,254.90759,7.71025,17.997,,,30,17.268,,,38,16.854,,,17,16.444,,,29,0.015,
PG1657-S35,254.92946,7.69372,18.102,,,26,17.383,,,34,16.978,,,14,16.570,,,24,0.009,
PG1657-S36,254.92878,7.70585,18.195,,,26,17.413,,,34,16.975,,,14,16.544,,,25,0.007,
PG1657-S37,254.94005,7.70463,18.347,,,21,17.486,,,29,17.014,,,13,16.574,,,21,0.013,
PG1657-S38,254.91929,7.66520,18.728,,,16,17.590,,,25,,,,0,16.266,,,17,0.030,
PG1657-S39,254.91943,7.70491,18.292,,,29,17.541,,,37,17.106,,,17,16.681,,,28,0.010,
PG1657-S4,254.94485,7.71094,15.094,,,16,14.403,,,22,13.984,,,11,13.573,,,19,0.012,
PG1657-S40,254.87534,7.70339,18.436,,,29,17.612,,,38,17.138,,,17,16.674,,,29,0.005,
PG1657-S41,254.92334,7.66567,18.303,,,15,17.650,,,24,,,,0,16.788,,,16,0.033,
PG1657-S42,254.85295,7.66775,18.355,,,18,17.562,,,26,,,,0,16.649,,,14,0.026,
PG1657-S45,254.94414,7.73410,18.778,,,15,17.760,,,27,17.159,,,11,16.621,,,19,0.010,
PG1657-S46,254.93984,7.70021,19.337,,,13,17.876,,,27,16.944,,,13,16.087,,,21,0.014,
PG1657-S47,254.89086,7.66568,18.547,,,16,17.788,,,24,17.321,,,7,16.860,,,17,0.008,
PG1657-S48,254.90973,7.73805,18.522,,,26,17.758,,,36,17.292,,,17,16.864,,,28,0.008,
PG1657-S49,254.94540,7.68639,18.956,,,13,18.095,,,25,17.584,,,11,17.122,,,19,0.016,
PG1657-S5,254.91890,7.72947,15.007,,,29,14.203,,,33,13.754,,,17,13.328,,,28,0.008,
PG1657-S50,254.94970,7.69460,19.555,,,5,18.354,,,15,,,,0,16.970,,,11,0.041,
PG1657-S51,254.91558,7.74075,20.066,,,11,18.476,,,32,17.389,,,16,16.231,,,27,0.016,
PG1657-S52,254.95110,7.75437,19.069,,,7,18.341,,,13,,,,0,17.492,,,7,0.011,
PG1657-S53,254.87337,7.72707,19.708,,,14,18.424,,,32,17.618,,,17,16.924,,,29,0.018,
PG1657-S55,254.94794,7.74563,19.114,,,9,18.354,,,17,,,,0,17.501,,,13,0.011,
PG1657-S57,254.93555,7.69723,19.167,,,17,18.403,,,25,17.969,,,14,17.530,,,20,0.023,
PG1657-S59,254.86366,7.73920,19.357,,,18,18.432,,,31,17.902,,,15,17.360,,,25,0.025,
PG1657-S60,254.85170,7.66841,19.115,,,13,18.194,,,20,,,,0,17.141,,,11,0.015,
PG1657-S61,254.93001,7.71636,19.684,,,11,18.615,,,28,17.938,,,14,17.269,,,24,0.022,
PG1657-S62,254.87971,7.75291,19.432,,,11,18.479,,,28,17.926,,,11,17.374,,,23,0.016,
PG1657-S63,254.89979,7.71383,19.216,,,20,18.564,,,32,18.129,,,14,17.736,,,25,0.008,
PG1657-S64,254.91141,7.71922,19.703,,,13,18.670,,,30,18.036,,,16,17.428,,,26,0.015,
PG1657-S65,254.88935,7.67385,19.770,,,11,18.692,,,27,18.011,,,14,17.411,,,25,0.020,
PG1657-S66,254.87762,7.70821,19.540,,,17,18.680,,,31,18.156,,,15,17.649,,,25,0.011,
PG1657-S67,254.85289,7.67159,19.259,,,12,18.708,,,21,,,,0,17.968,,,13,0.022,
PG1657-S68,254.93122,7.69712,19.860,,,9,18.809,,,26,,,,0,17.540,,,21,0.022,
PG1657-S69,254.86665,7.71056,20.716,,,7,19.170,,,23,18.095,,,12,16.992,,,27,0.009,
PG1657-S7,254.86350,7.73377,15.252,,,28,14.488,,,35,14.058,,,15,13.650,,,27,0.009,
PG1657-S70,254.93881,7.72499,19.625,,,9,18.708,,,23,18.174,,,11,17.655,,,18,0.019,
PG1657-S71,254.93019,7.70842,19.613,,,12,18.775,,,26,,,,0,17.815,,,21,0.025,
PG1657-S72,254.90927,7.67449,20.136,,,8,18.956,,,28,18.182,,,12,17.586,,,22,0.011,
PG1657-S73,254.84407,7.67776,18.382,,,7,17.713,,,15,,,,0,16.892,,,7,0.024,
PG1657-S74,254.84500,7.68144,18.362,,,9,17.673,,,16,,,,0,16.814,,,7,0.017,
PG1657-S76,254.84781,7.73190,19.958,,,7,18.458,,,18,,,,0,16.399,,,10,0.002,
PG1657-S77,254.84924,7.71277,19.592,,,12,19.064,,,19,,,,0,18.360,,,12,0.023,
PG1657-S78,254.84937,7.71440,,,,0,20.153,,,13,,,,0,18.973,,,9,0.027,
PG1657-S79,254.85021,7.71619,19.331,,,13,18.455,,,21,,,,0,17.457,,,15,0.018,
PG1657-S80,254.85254,7.74973,20.201,,,7,19.462,,,14,,,,0,18.540,,,8,0.019,
PG1657-S81,254.85332,7.73643,20.023,,,10,19.258,,,20,,,,0,18.355,,,12,0.030,
PG1657-S82,254.85376,7.66974,21.210,,,7,20.062,,,15,,,,0,18.766,,,9,0.008,
PG1657-S83,254.85429,7.70857,,,,0,20.250,,,13,,,,0,18.291,,,14,0.015,
PG1657-S84,254.85458,7.75700,20.237,,,7,19.557,,,14,,,,0,18.726,,,8,0.013,
PG1657-S85,254.85514,7.69138,20.019,,,10,18.903,,,24,18.235,,,9,17.627,,,19,0.006,
PG1657-S86,254.85763,7.75230,19.660,,,10,18.939,,,22,,,,0,18.086,,,12,0.021,
PG1657-S87,254.85769,7.66447,,,,0,20.712,,,12,,,,0,18.788,,,10,0.013,
PG1657-S88,254.85792,7.72740,,,,0,20.430,,,12,,,,0,19.296,,,8,0.035,
PG1657-S91,254.85840,7.69760,,,,0,20.588,,,12,,,,0,19.712,,,9,-0.003,
PG1657-S93,254.85912,7.68967,19.870,,,11,19.171,,,22,,,,0,18.350,,,13,0.042,
