name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
M15-S738,322.48079,12.25151,16.417,,,6,15.623,,,7,,,,0,,,,0,0.030,
M15-S739,322.48165,12.04214,14.780,,,6,14.120,,,8,,,,0,,,,0,0.024,
M15-S740,322.48189,12.21184,14.571,,,6,13.441,,,11,,,,0,,,,0,0.044,
M15-S741,322.48393,12.45836,16.019,,,5,15.131,,,5,,,,0,,,,0,0.029,
M15-S742,322.48431,12.20947,14.258,,,6,13.007,,,11,,,,0,,,,0,0.044,
M15-S743,322.48479,11.93308,17.507,,,5,16.987,,,7,,,,0,,,,0,-0.005,
M15-S744,322.48639,12.24324,17.044,,,6,16.309,,,7,,,,0,,,,0,0.020,
M15-S745,322.48633,12.09719,16.627,,,7,15.852,,,9,,,,0,,,,0,0.011,
M15-S746,322.48652,12.21968,15.545,,,6,14.642,,,8,,,,0,,,,0,0.031,
M15-S747,322.48657,12.37213,13.215,,,5,12.764,,,5,,,,0,,,,0,0.022,
M15-S749,322.48808,12.07287,16.356,,,6,15.503,,,8,,,,0,,,,0,0.022,
M15-S75,322.44139,12.32110,19.904,,,7,18.386,,,6,,,,0,,,,0,0.032,
M15-S750,322.48918,12.08301,17.641,,,6,16.900,,,8,,,,0,,,,0,0.010,
M15-S751,322.49190,12.24066,15.826,,,6,14.940,,,7,,,,0,,,,0,0.025,
M15-S752,322.49235,12.26728,16.987,,,5,16.251,,,5,,,,0,,,,0,0.013,
M15-S754,322.49492,12.29144,15.650,,,5,14.851,,,5,,,,0,,,,0,0.025,
M15-S756,322.49752,12.05884,16.675,,,6,15.594,,,8,,,,0,,,,0,0.019,
M15-S757,322.49858,12.32823,16.387,,,5,15.693,,,5,,,,0,,,,0,0.016,
M15-S759,322.49910,12.31928,17.234,,,5,16.601,,,5,,,,0,,,,0,0.022,
M15-S760,322.49959,12.22898,15.205,,,6,14.533,,,9,,,,0,,,,0,0.016,
M15-S761,322.49999,12.10748,15.792,,,6,15.032,,,10,,,,0,,,,0,0.026,
M15-S762,322.50133,12.24038,15.889,,,6,15.190,,,9,,,,0,,,,0,0.028,
M15-S764,322.50281,12.32509,17.461,,,5,16.959,,,5,,,,0,,,,0,0.021,
M15-S765,322.50289,12.37577,17.173,,,5,16.418,,,5,,,,0,,,,0,0.027,
M15-S767,322.50526,12.21923,17.487,,,6,16.757,,,10,,,,0,,,,0,0.012,
M15-S768,322.50658,11.95526,15.277,,,5,14.702,,,7,,,,0,,,,0,0.015,
M15-S769,322.50675,12.22445,16.565,,,6,15.778,,,9,,,,0,,,,0,0.022,
M15-S77,322.44395,12.31761,21.016,,,6,20.385,,,5,,,,0,,,,0,0.037,
M15-S770,322.50782,12.24437,17.333,,,6,16.438,,,9,,,,0,,,,0,0.018,
M15-S771,322.50807,12.46021,16.049,,,5,15.124,,,5,,,,0,,,,0,0.049,
M15-S773,322.50901,12.05465,15.699,,,6,14.991,,,8,,,,0,,,,0,0.023,
M15-S775,322.50960,12.22112,17.081,,,6,16.390,,,9,,,,0,,,,0,0.018,
M15-S776,322.51100,12.46239,14.759,,,5,14.016,,,5,,,,0,,,,0,0.028,
M15-S777,322.51096,11.94747,17.220,,,5,16.490,,,7,,,,0,,,,0,0.043,
M15-S78,322.44450,12.28399,19.787,,,19,19.330,,,20,,,,0,,,,0,0.002,
M15-S780,322.51144,12.00532,15.086,,,5,14.217,,,6,,,,0,,,,0,0.015,
M15-S782,322.51218,12.45235,16.177,,,5,15.319,,,5,,,,0,,,,0,0.022,
M15-S783,322.51314,12.42330,16.769,,,5,15.981,,,5,,,,0,,,,0,0.024,
M15-S785,322.51380,12.20859,16.292,,,6,15.773,,,12,,,,0,,,,0,0.025,
M15-S786,322.51456,12.05357,15.198,,,5,14.181,,,6,,,,0,,,,0,0.030,
M15-S787,322.51507,12.33868,16.936,,,5,16.312,,,5,,,,0,,,,0,0.027,
M15-S788,322.51625,12.46407,16.439,,,5,15.514,,,5,,,,0,,,,0,0.042,
M15-S789,322.51626,12.25097,17.092,,,6,,,,0,,,,0,,,,0,0.047,
M15-S79,322.44424,12.32015,20.435,,,7,19.958,,,6,,,,0,,,,0,-0.002,
M15-S790,322.51711,12.07478,16.429,,,5,15.726,,,7,,,,0,,,,0,0.026,
M15-S792,322.51830,12.12304,15.047,,,6,14.044,,,8,,,,0,,,,0,0.017,
M15-S793,322.51874,12.20846,16.108,,,6,15.952,,,10,,,,0,,,,0,0.029,
M15-S794,322.51885,12.22774,16.591,,,6,16.618,,,9,,,,0,,,,0,0.017,
M15-S795,322.51939,12.12802,15.922,,,6,15.209,,,8,,,,0,,,,0,0.047,
M15-S797,322.52020,12.43589,17.691,,,5,16.344,,,5,,,,0,,,,0,0.033,
M15-S798,322.52110,12.44078,16.931,,,5,16.278,,,5,,,,0,,,,0,0.039,
M15-S799,322.52136,12.22756,16.395,,,6,15.823,,,9,,,,0,,,,0,0.024,
M15-S802,322.52322,12.11821,16.277,,,6,15.431,,,8,,,,0,,,,0,0.023,
M15-S803,322.52359,12.25283,16.739,,,6,,,,0,,,,0,,,,0,0.049,
M15-S805,322.52438,12.30656,14.795,,,5,13.634,,,5,,,,0,,,,0,0.025,
M15-S806,322.52442,12.02021,14.911,,,5,13.839,,,6,,,,0,,,,0,0.024,
M15-S807,322.52604,11.94656,16.484,,,5,15.716,,,7,,,,0,,,,0,0.027,
M15-S808,322.52655,12.11657,14.576,,,6,13.485,,,8,,,,0,,,,0,0.030,
M15-S81,322.44617,12.27740,21.009,,,12,20.482,,,11,,,,0,,,,0,0.029,
M15-S810,322.52901,12.12970,15.059,,,6,14.234,,,8,,,,0,,,,0,0.037,
M15-S812,322.52915,12.05017,15.677,,,5,15.056,,,7,,,,0,,,,0,0.015,
M15-S813,322.53011,12.10936,17.153,,,6,16.400,,,8,,,,0,,,,0,0.013,
M15-S814,322.53090,12.17599,14.982,,,7,13.984,,,9,,,,0,,,,0,0.050,
M15-S816,322.53155,12.04962,17.412,,,5,16.660,,,7,,,,0,,,,0,0.016,
M15-S818,322.53357,12.21519,15.180,,,6,14.230,,,10,,,,0,,,,0,0.035,
M15-S819,322.53353,12.08585,16.519,,,5,15.906,,,7,,,,0,,,,0,0.017,
M15-S82,322.44628,12.30186,19.398,,,14,18.670,,,16,,,,0,,,,0,0.007,
M15-S820,322.53433,12.06899,17.196,,,5,16.458,,,7,,,,0,,,,0,0.017,
M15-S821,322.53456,11.99516,14.634,,,5,13.823,,,6,,,,0,,,,0,0.013,
M15-S825,322.53810,12.35049,17.685,,,5,17.771,,,5,,,,0,,,,0,0.031,
M15-S826,322.53973,12.08270,17.088,,,5,16.321,,,7,,,,0,,,,0,0.017,
M15-S827,322.53993,12.33250,15.406,,,5,14.662,,,5,,,,0,,,,0,0.015,
M15-S830,322.54101,12.32436,17.676,,,5,16.740,,,5,,,,0,,,,0,0.021,
M15-S832,322.54167,11.97730,17.469,,,5,16.712,,,7,,,,0,,,,0,0.013,
M15-S833,322.54378,12.16853,14.580,,,7,13.400,,,9,,,,0,,,,0,0.050,
M15-S834,322.54408,12.34340,17.658,,,5,16.480,,,5,,,,0,,,,0,0.024,
M15-S835,322.54547,12.07700,17.696,,,5,16.969,,,7,,,,0,,,,0,0.010,
M15-S836,322.54713,12.03023,15.569,,,5,14.578,,,7,,,,0,,,,0,0.025,
M15-S837,322.54860,12.23505,16.383,,,6,,,,0,,,,0,,,,0,0.048,
M15-S838,322.54856,11.95619,15.268,,,5,14.333,,,7,,,,0,,,,0,0.015,
M15-S839,322.54985,12.05805,17.499,,,5,16.792,,,7,,,,0,,,,0,0.016,
M15-S84,322.44674,12.26811,20.969,,,7,20.372,,,6,,,,0,,,,0,-0.004,
M15-S841,322.55405,12.10474,17.571,,,6,16.859,,,8,,,,0,,,,0,0.018,
M15-S842,322.55478,12.14166,17.438,,,7,16.691,,,9,,,,0,,,,0,0.001,
M15-S844,322.55567,12.23698,17.202,,,6,,,,0,,,,0,,,,0,0.049,
M15-S845,322.55652,12.01058,17.343,,,5,16.604,,,7,,,,0,,,,0,0.017,
M15-S846,322.55806,12.14893,16.641,,,7,15.894,,,9,,,,0,,,,0,0.014,
M15-S848,322.55964,12.15339,17.115,,,7,16.347,,,9,,,,0,,,,0,0.012,
M15-S849,322.56142,12.14022,16.178,,,7,15.365,,,9,,,,0,,,,0,0.030,
M15-S85,322.44737,12.31425,19.928,,,10,19.496,,,10,,,,0,,,,0,0.014,
M15-S850,322.56168,12.20707,17.390,,,6,17.451,,,10,,,,0,,,,0,0.019,
M15-S853,322.56351,12.32951,16.400,,,5,15.590,,,5,,,,0,,,,0,0.023,
M15-S855,322.56435,12.23554,17.090,,,6,,,,0,,,,0,,,,0,0.050,
M15-S856,322.56527,12.13984,15.102,,,6,14.096,,,7,,,,0,,,,0,0.024,
M15-S859,322.56659,12.17909,17.490,,,7,16.757,,,9,,,,0,,,,0,0.004,
M15-S860,322.56677,12.04681,16.663,,,5,15.998,,,7,,,,0,,,,0,0.015,
M15-S862,322.56783,12.12737,17.305,,,6,16.636,,,8,,,,0,,,,0,0.014,
M15-S863,322.56808,12.17812,17.047,,,7,16.300,,,9,,,,0,,,,0,0.034,
M15-S864,322.56935,12.23903,17.067,,,6,,,,0,,,,0,,,,0,0.046,
M15-S866,322.56938,11.97465,16.280,,,5,15.558,,,7,,,,0,,,,0,0.016,
M15-S867,322.56958,12.15257,17.152,,,7,16.410,,,9,,,,0,,,,0,0.025,
M15-S868,322.57224,12.10124,17.009,,,6,16.261,,,8,,,,0,,,,0,0.016,
M15-S869,322.57290,12.23103,17.634,,,6,,,,0,,,,0,,,,0,0.046,
M15-S87,322.45001,12.26613,20.163,,,6,19.712,,,5,,,,0,,,,0,-0.002,
M15-S873,322.58059,12.21521,17.533,,,6,16.850,,,9,,,,0,,,,0,0.018,
M15-S875,322.58233,12.23434,17.608,,,6,,,,0,,,,0,,,,0,0.048,
M15-S876,322.58416,12.34437,15.252,,,5,14.257,,,5,,,,0,,,,0,0.023,
M15-S877,322.58423,11.98642,16.210,,,5,15.392,,,7,,,,0,,,,0,0.013,
M15-S878,322.58435,12.01174,13.228,,,5,12.653,,,7,,,,0,,,,0,0.028,
M15-S88,322.44941,12.31916,19.472,,,8,19.022,,,8,,,,0,,,,0,0.014,
M15-S880,322.58676,11.94162,15.976,,,5,15.136,,,7,,,,0,,,,0,0.013,
M15-S882,322.58805,12.19258,16.627,,,5,15.740,,,7,,,,0,,,,0,0.029,
M15-S884,322.59111,11.94952,16.519,,,5,15.820,,,7,,,,0,,,,0,0.017,
M15-S887,322.59346,11.92684,,,,0,14.172,,,7,,,,0,,,,0,0.008,
M15-S888,322.59397,12.23962,16.334,,,6,,,,0,,,,0,,,,0,0.049,
M15-S889,322.59442,12.11297,17.546,,,5,16.848,,,7,,,,0,,,,0,0.023,
M15-S890,322.59472,12.29996,15.596,,,5,14.646,,,5,,,,0,,,,0,0.025,
M15-S891,322.59475,12.05493,16.989,,,5,16.314,,,7,,,,0,,,,0,0.010,
M15-S892,322.59496,12.04299,,,,0,16.434,,,7,,,,0,,,,0,0.026,
M15-S893,322.59542,12.15250,15.953,,,6,15.323,,,8,,,,0,,,,0,0.015,
M15-S894,322.59890,12.27564,15.972,,,5,15.332,,,5,,,,0,,,,0,0.015,
M15-S898,322.60665,12.28477,16.587,,,5,,,,0,,,,0,,,,0,0.022,
M15-S899,322.60685,12.08148,16.769,,,5,16.115,,,7,,,,0,,,,0,0.022,
M15-S9,322.40071,12.28459,18.967,,,11,18.053,,,11,,,,0,,,,0,0.005,
M15-S90,322.45262,12.28825,17.450,,,18,16.571,,,21,,,,0,,,,0,0.013,
M15-S900,322.60760,12.18349,15.093,,,6,14.330,,,8,,,,0,,,,0,0.022,
M15-S907,322.61500,12.07020,17.041,,,5,16.181,,,5,,,,0,,,,0,0.021,
M15-S908,322.61616,12.12317,16.303,,,5,15.800,,,7,,,,0,,,,0,0.030,
M15-S909,322.61782,12.29236,16.125,,,5,15.995,,,5,,,,0,,,,0,0.034,
M15-S910,322.61985,12.18560,16.694,,,6,15.903,,,8,,,,0,,,,0,0.023,
M15-S911,322.62122,11.98905,15.219,,,5,14.547,,,7,,,,0,,,,0,0.013,
M15-S912,322.62167,12.28611,16.281,,,5,15.688,,,5,,,,0,,,,0,0.020,
M15-S914,322.62179,12.14991,13.841,,,6,13.056,,,7,,,,0,,,,0,0.019,
M15-S915,322.62296,12.12852,17.259,,,5,16.594,,,7,,,,0,,,,0,0.015,
M15-S916,322.62293,12.09387,15.648,,,5,14.995,,,7,,,,0,,,,0,0.016,
M15-S917,322.62368,12.33647,14.877,,,5,13.865,,,5,,,,0,,,,0,0.030,
M15-S918,322.62613,12.14860,14.213,,,6,13.976,,,7,,,,0,,,,0,0.042,
M15-S919,322.62697,12.05993,15.317,,,5,14.703,,,7,,,,0,,,,0,0.014,
M15-S920,322.63245,12.14864,15.710,,,6,14.830,,,8,,,,0,,,,0,0.034,
M15-S921,322.63258,12.03783,17.130,,,5,15.913,,,7,,,,0,,,,0,0.008,
M15-S922,322.63545,12.13168,16.703,,,5,15.943,,,6,,,,0,,,,0,0.024,
M15-S923,322.63714,12.19029,17.248,,,6,16.534,,,6,,,,0,,,,0,0.020,
M15-S924,322.64727,12.11523,14.795,,,5,13.615,,,7,,,,0,,,,0,0.022,
M15-S925,322.65015,12.08830,14.721,,,5,13.914,,,7,,,,0,,,,0,0.017,
M15-S926,322.65084,12.07454,16.300,,,5,15.148,,,7,,,,0,,,,0,0.017,
M15-S927,322.65180,12.23533,17.106,,,5,16.168,,,6,,,,0,,,,0,0.022,
M15-S928,322.65218,12.13342,14.931,,,5,14.238,,,7,,,,0,,,,0,0.011,
M15-S929,322.65529,12.19462,16.724,,,5,15.808,,,7,,,,0,,,,0,0.016,
M15-S93,322.45403,12.28450,21.215,,,10,20.121,,,15,,,,0,,,,0,-0.002,
M15-S930,322.65541,12.03426,16.614,,,5,15.882,,,7,,,,0,,,,0,0.021,
M15-S931,322.65599,12.01874,16.565,,,5,15.698,,,7,,,,0,,,,0,0.028,
M15-S933,322.65756,12.06474,17.238,,,5,16.555,,,7,,,,0,,,,0,0.017,
M15-S934,322.66039,12.21556,16.471,,,5,15.348,,,6,,,,0,,,,0,0.024,
M15-S935,322.66441,12.29705,,,,0,16.012,,,5,,,,0,,,,0,0.041,
M15-S937,322.66932,12.21146,16.346,,,5,15.624,,,7,,,,0,,,,0,0.022,
M15-S938,322.67056,12.05108,16.284,,,5,15.726,,,7,,,,0,,,,0,0.015,
M15-S939,322.67144,12.15662,16.556,,,6,15.792,,,8,,,,0,,,,0,0.017,
M15-S940,322.67279,12.19509,17.228,,,5,16.358,,,7,,,,0,,,,0,0.020,
M15-S941,322.67324,12.12326,13.534,,,5,12.002,,,6,,,,0,,,,0,0.023,
M15-S943,322.67881,12.11288,17.071,,,5,16.490,,,7,,,,0,,,,0,0.010,
M15-S944,322.67942,11.97112,17.105,,,5,16.425,,,7,,,,0,,,,0,0.016,
M15-S945,322.67943,11.97243,17.175,,,5,16.539,,,7,,,,0,,,,0,0.021,
M15-S946,322.67995,11.97499,16.384,,,5,15.759,,,7,,,,0,,,,0,0.016,
M15-S948,322.68308,12.05235,17.165,,,5,16.517,,,7,,,,0,,,,0,0.014,
M15-S949,322.68336,12.01012,16.897,,,5,16.049,,,7,,,,0,,,,0,0.017,
M15-S952,322.68765,12.01907,16.180,,,5,15.549,,,7,,,,0,,,,0,0.013,
M15-S953,322.68990,12.15718,15.921,,,6,14.782,,,8,,,,0,,,,0,0.018,
M15-S954,322.69849,12.04327,15.606,,,5,15.002,,,7,,,,0,,,,0,0.014,
M15-S955,322.70045,12.02711,16.449,,,5,15.778,,,7,,,,0,,,,0,0.014,
M15-S956,322.70540,12.12545,15.831,,,5,15.082,,,7,,,,0,,,,0,0.026,
M15-S957,322.70889,11.97813,17.353,,,5,16.691,,,7,,,,0,,,,0,0.021,
M15-S958,322.71838,12.05820,17.048,,,5,16.364,,,7,,,,0,,,,0,0.029,
M15-S959,322.71892,12.08803,16.462,,,5,15.783,,,7,,,,0,,,,0,0.021,
M15-S960,322.72228,11.94951,16.571,,,5,15.905,,,7,,,,0,,,,0,0.017,
M15-S961,322.72684,12.11970,17.201,,,5,16.487,,,7,,,,0,,,,0,0.009,
M15-S962,322.72878,12.02514,16.481,,,5,15.598,,,7,,,,0,,,,0,0.008,
M15-S963,322.73128,12.20643,15.596,,,5,14.799,,,7,,,,0,,,,0,0.017,
M15-S98,322.45582,12.30441,20.495,,,15,20.017,,,16,,,,0,,,,0,-0.008,
M2-S1,323.39499,-0.86209,19.014,,,13,18.392,,,15,,,,0,17.608,,,20,0.023,
M2-S10,323.39180,-0.84027,16.909,,,13,16.097,,,14,,,,0,15.144,,,20,0.013,
M2-S100,323.40560,-0.85754,19.446,,,14,18.900,,,15,,,,0,18.197,,,21,0.023,
M2-S101,323.39593,-0.80158,19.324,,,15,18.706,,,16,,,,0,17.925,,,20,0.008,
M2-S102,323.40320,-0.84214,19.055,,,13,18.406,,,14,,,,0,17.594,,,21,0.014,
M2-S103,323.39646,-0.80206,19.143,,,15,18.681,,,16,,,,0,18.088,,,20,0.015,
M2-S104,323.40626,-0.85770,17.502,,,14,16.975,,,15,,,,0,16.305,,,21,0.010,
M2-S105,323.40192,-0.83221,19.428,,,13,18.842,,,14,,,,0,18.097,,,21,0.021,
M2-S106,323.39911,-0.81567,19.420,,,13,18.837,,,14,,,,0,18.085,,,21,0.010,
M2-S107,323.39595,-0.79634,16.777,,,15,15.944,,,16,,,,0,14.975,,,20,0.031,
M2-S108,323.40326,-0.83735,16.767,,,13,15.913,,,14,,,,0,14.930,,,21,-0.007,
M2-S109,323.40533,-0.84836,18.488,,,14,17.791,,,15,,,,0,16.938,,,21,-0.012,
M2-S11,323.39672,-0.86773,18.292,,,13,17.594,,,14,,,,0,16.745,,,21,0.013,
M2-S111,323.39829,-0.80703,18.852,,,15,18.274,,,16,,,,0,17.548,,,21,-0.039,
M2-S112,323.41285,-0.88956,19.418,,,15,18.753,,,13,,,,0,17.978,,,10,0.027,
M2-S113,323.40190,-0.82481,17.532,,,13,16.774,,,14,,,,0,15.863,,,21,-0.019,
M2-S114,323.40356,-0.83344,18.408,,,13,17.703,,,14,,,,0,16.859,,,21,0.008,
M2-S115,323.40421,-0.83630,16.248,,,13,16.095,,,14,,,,0,15.898,,,21,-0.004,
M2-S116,323.39857,-0.80429,18.473,,,13,17.761,,,14,,,,0,16.905,,,21,-0.008,
M2-S117,323.40932,-0.86482,18.703,,,10,18.071,,,11,,,,0,17.259,,,18,-0.040,
M2-S118,323.40323,-0.83030,16.213,,,13,16.139,,,14,,,,0,16.077,,,21,0.014,
M2-S119,323.40314,-0.82868,19.176,,,13,18.507,,,14,,,,0,17.703,,,21,0.033,
M2-S12,323.39153,-0.83834,19.075,,,13,18.397,,,13,,,,0,17.570,,,20,0.037,
M2-S120,323.40425,-0.83492,16.947,,,13,16.153,,,14,,,,0,15.197,,,21,0.044,
M2-S121,323.40672,-0.84888,19.176,,,14,18.546,,,15,,,,0,17.738,,,21,0.018,
M2-S122,323.40813,-0.85576,19.223,,,13,18.601,,,14,,,,0,17.799,,,20,0.028,
M2-S123,323.40439,-0.83384,18.423,,,13,17.732,,,14,,,,0,16.890,,,21,0.033,
M2-S124,323.40334,-0.82667,19.450,,,13,18.914,,,14,,,,0,18.238,,,21,0.016,
M2-S125,323.40417,-0.83007,17.064,,,13,17.101,,,14,,,,0,17.186,,,21,0.007,
M2-S126,323.40338,-0.82544,16.988,,,13,16.174,,,14,,,,0,15.218,,,21,-0.004,
M2-S127,323.40427,-0.82807,17.818,,,13,17.100,,,14,,,,0,16.208,,,21,0.011,
M2-S128,323.41348,-0.87893,19.165,,,13,18.546,,,11,,,,0,17.767,,,11,0.016,
M2-S129,323.40044,-0.80428,19.252,,,13,18.615,,,14,,,,0,17.828,,,21,0.006,
M2-S13,323.39460,-0.85444,19.060,,,14,18.401,,,15,,,,0,17.576,,,20,0.024,
M2-S130,323.39890,-0.79528,19.424,,,13,18.830,,,14,,,,0,18.104,,,20,0.023,
M2-S132,323.40059,-0.80279,19.213,,,13,18.566,,,14,,,,0,17.745,,,21,0.026,
M2-S133,323.40103,-0.80524,19.315,,,13,18.670,,,14,,,,0,17.879,,,21,0.023,
M2-S134,323.40655,-0.83565,18.785,,,13,18.114,,,14,,,,0,17.283,,,21,0.006,
M2-S135,323.40511,-0.82737,18.325,,,13,17.625,,,14,,,,0,16.761,,,21,-0.001,
M2-S136,323.40104,-0.80371,19.412,,,13,18.861,,,14,,,,0,18.137,,,21,0.015,
M2-S137,323.40504,-0.82611,17.174,,,13,16.406,,,14,,,,0,15.476,,,21,0.003,
M2-S139,323.40776,-0.83897,18.946,,,12,18.303,,,13,,,,0,17.490,,,20,0.010,
M2-S14,323.39135,-0.83523,18.216,,,13,17.487,,,14,,,,0,16.628,,,19,0.009,
M2-S141,323.40524,-0.82338,17.946,,,13,18.024,,,14,,,,0,18.120,,,21,0.016,
M2-S142,323.41262,-0.86404,19.044,,,8,18.393,,,8,,,,0,17.575,,,15,0.009,
M2-S144,323.40404,-0.81220,19.080,,,13,18.555,,,14,,,,0,17.903,,,21,-0.045,
M2-S145,323.40565,-0.82005,19.352,,,13,18.781,,,14,,,,0,18.040,,,21,0.027,
M2-S146,323.40710,-0.82736,19.197,,,13,18.503,,,14,,,,0,17.702,,,21,0.011,
M2-S147,323.40520,-0.81189,16.671,,,13,15.840,,,14,,,,0,14.863,,,21,-0.005,
M2-S148,323.41518,-0.86834,18.814,,,8,18.069,,,7,,,,0,17.231,,,15,0.012,
M2-S149,323.41110,-0.84407,,,,0,19.057,,,12,,,,0,19.408,,,14,0.044,
M2-S15,323.39534,-0.85756,18.901,,,14,18.222,,,15,,,,0,17.391,,,20,0.014,
M2-S150,323.41432,-0.86174,18.457,,,8,17.775,,,8,,,,0,16.914,,,15,0.039,
M2-S152,323.41047,-0.83824,18.669,,,10,17.983,,,11,,,,0,17.137,,,18,-0.046,
M2-S153,323.40558,-0.80819,18.376,,,13,17.760,,,14,,,,0,16.980,,,21,-0.012,
M2-S154,323.40479,-0.80261,16.043,,,13,15.896,,,14,,,,0,15.707,,,21,0.012,
M2-S155,323.41739,-0.87389,19.237,,,9,18.614,,,10,,,,0,17.838,,,13,0.023,
M2-S156,323.41324,-0.85027,16.548,,,9,15.719,,,9,,,,0,14.727,,,15,0.017,
M2-S157,323.41858,-0.88008,19.170,,,14,18.494,,,12,,,,0,17.669,,,11,0.016,
M2-S158,323.42041,-0.88986,17.119,,,18,16.357,,,17,,,,0,15.413,,,10,-0.004,
M2-S159,323.41377,-0.85184,19.447,,,8,18.892,,,9,,,,0,18.152,,,15,-0.001,
M2-S161,323.40955,-0.82764,19.132,,,10,18.491,,,11,,,,0,17.691,,,18,0.010,
M2-S162,323.41467,-0.85432,17.599,,,8,16.831,,,8,,,,0,15.918,,,15,-0.020,
M2-S163,323.40821,-0.81706,17.436,,,11,16.675,,,12,,,,0,15.754,,,20,0.008,
M2-S164,323.41553,-0.85757,17.664,,,8,16.935,,,8,,,,0,16.039,,,15,-0.004,
M2-S165,323.41997,-0.87963,19.459,,,14,18.945,,,12,,,,0,18.247,,,11,0.011,
M2-S166,323.41369,-0.84146,18.806,,,8,18.490,,,8,,,,0,18.075,,,15,-0.045,
M2-S167,323.41072,-0.82398,19.319,,,10,18.847,,,11,,,,0,18.248,,,18,0.017,
M2-S168,323.41449,-0.84497,19.373,,,8,18.802,,,8,,,,0,18.041,,,15,0.028,
M2-S169,323.41401,-0.84033,18.487,,,8,17.793,,,8,,,,0,16.938,,,15,-0.018,
M2-S17,323.39189,-0.83724,16.230,,,13,16.132,,,14,,,,0,16.041,,,20,0.018,
M2-S170,323.41545,-0.84724,16.526,,,8,15.691,,,8,,,,0,14.693,,,15,0.005,
M2-S171,323.41052,-0.81573,17.520,,,10,16.772,,,11,,,,0,15.871,,,18,0.021,
M2-S172,323.41130,-0.82007,17.743,,,10,16.983,,,11,,,,0,16.080,,,18,0.013,
M2-S173,323.41931,-0.86544,18.080,,,8,17.385,,,8,,,,0,16.518,,,15,0.010,
M2-S174,323.41790,-0.85743,17.908,,,8,17.226,,,8,,,,0,16.376,,,15,-0.011,
M2-S175,323.41411,-0.83479,19.026,,,8,18.362,,,8,,,,0,17.524,,,15,-0.044,
M2-S176,323.40809,-0.79951,16.132,,,12,16.003,,,13,,,,0,15.859,,,19,0.017,
M2-S177,323.42026,-0.86676,16.204,,,8,16.031,,,8,,,,0,15.798,,,15,0.018,
M2-S178,323.41831,-0.85562,17.381,,,8,16.622,,,8,,,,0,15.693,,,15,-0.009,
M2-S18,323.39258,-0.84047,18.302,,,13,17.607,,,14,,,,0,16.752,,,20,-0.009,
M2-S180,323.41299,-0.82493,16.821,,,9,15.863,,,8,,,,0,14.857,,,15,-0.007,
M2-S182,323.41724,-0.84847,17.152,,,8,17.241,,,8,,,,0,17.362,,,15,0.005,
M2-S183,323.41439,-0.82985,19.259,,,8,18.609,,,8,,,,0,17.789,,,15,0.023,
M2-S184,323.41636,-0.83847,19.082,,,7,18.438,,,8,,,,0,17.625,,,15,0.016,
M2-S185,323.41248,-0.81574,19.461,,,8,18.906,,,8,,,,0,18.188,,,15,0.007,
M2-S186,323.41525,-0.83138,19.149,,,8,18.522,,,8,,,,0,17.737,,,15,0.007,
M2-S187,323.41237,-0.81365,18.003,,,10,17.268,,,11,,,,0,16.378,,,18,0.003,
M2-S189,323.41234,-0.81235,17.557,,,9,16.820,,,9,,,,0,15.914,,,16,0.045,
M2-S19,323.39608,-0.85987,19.232,,,14,18.607,,,15,,,,0,17.814,,,20,0.030,
M2-S190,323.40947,-0.79547,16.292,,,10,16.188,,,11,,,,0,16.077,,,17,0.008,
M2-S191,323.41030,-0.79986,19.168,,,10,18.508,,,11,,,,0,17.696,,,18,0.017,
M2-S192,323.41530,-0.82744,19.018,,,8,18.371,,,8,,,,0,17.552,,,15,0.010,
M2-S193,323.41882,-0.84724,18.183,,,8,17.535,,,8,,,,0,16.702,,,15,0.023,
M2-S194,323.40934,-0.79309,19.143,,,11,18.490,,,12,,,,0,17.681,,,18,0.028,
M2-S195,323.42579,-0.88608,19.552,,,19,18.837,,,17,,,,0,17.988,,,10,0.020,
M2-S196,323.43019,-0.91001,19.342,,,10,18.719,,,11,,,,0,,,,0,0.019,
M2-S197,323.40998,-0.79465,19.398,,,10,18.875,,,11,,,,0,18.161,,,17,0.030,
M2-S198,323.41882,-0.84360,19.204,,,8,18.570,,,8,,,,0,17.760,,,15,0.023,
M2-S199,323.41481,-0.82050,16.261,,,8,16.128,,,8,,,,0,15.946,,,15,0.002,
M2-S2,323.38867,-0.82566,16.647,,,14,15.766,,,14,,,,0,14.766,,,20,0.013,
M2-S20,323.39995,-0.88172,19.483,,,9,18.931,,,6,,,,0,18.219,,,10,0.011,
M2-S200,323.41559,-0.82473,15.590,,,8,14.570,,,8,,,,0,13.423,,,14,0.013,
M2-S201,323.41424,-0.81652,17.536,,,8,16.775,,,8,,,,0,15.860,,,15,-0.004,
M2-S202,323.42070,-0.85285,19.168,,,8,18.521,,,8,,,,0,17.698,,,15,0.017,
M2-S203,323.43090,-0.91046,18.701,,,10,17.955,,,11,,,,0,,,,0,0.017,
M2-S204,323.40984,-0.79087,18.968,,,10,18.279,,,11,,,,0,17.453,,,17,0.022,
M2-S205,323.42180,-0.85763,20.816,,,6,19.529,,,8,,,,0,17.746,,,15,0.019,
M2-S206,323.41384,-0.81215,19.295,,,8,18.635,,,8,,,,0,17.849,,,15,0.023,
